sOccupation,cJobTitle
3,Gun Number (Army)
341,Gun Smith
3,Gunner
341,Gunsmith
371,Gut Stripper
445,Gutter Cleaner
65,Gynaecologist
65,Gynaecology Doctor
65,Gynaecology Registrar
165,Haematology Technician
128,Hafiz
258,Hair Care Consultant
258,Hair Care Specialist
258,Hair Dresser
258,Hair Stylist
258,Hairdresser
258,Hairstylist
462,Hamburger Maker
462,Hamburgers Cook
340,Hammer Smith
352,Hammer Smith (Precious-Metal Articles)
340,Hammersmith
455,Hand Bagger
455,Hand Bottler
455,Hand Crater
472,Hand Deliverer
463,Hand Dishwasher
442,Hand Dry-Cleaner
442,Hand Ironer
455,Hand Labeller
442,Hand Launderer
455,Hand Packer
442,Hand Presser
456,Hand Washer (Carcass)
456,Hand Washer (Cloth)
463,Hand Washer (Dishes)
456,Hand Washer (Fibre)
456,Hand Washer (Hide)
442,Hand Washer (Laundry)
456,Hand Washer (Manufacturing Process)
464,Hand Washer (Street (Car Windows))
443,Hand Washer (Vehicle)
456,Hand Washer (Yarn)
455,Hand Wrapper
129,Handbook Writer
358,Handicraft Candle-Maker
356,Handicraft Worker (Basketry)
358,Handicraft Worker (Candle Making)
357,Handicraft Worker (Carpets)
357,Handicraft Worker (Garment Knitting)
357,Handicraft Worker (Garments)
357,Handicraft Worker (Leather Accessories)
357,Handicraft Worker (Leather)
356,Handicraft Worker (Paper Articles)
356,Handicraft Worker (Reed Weaving)
358,Handicraft Worker (Stone Articles)
356,Handicraft Worker (Straw Articles)
357,Handicraft Worker (Textile Weaving)
357,Handicraft Worker (Textiles)
356,Handicraft Worker (Wooden Articles)
94,Handicrafts Tutor (Private Tuition)
458,Handtruck Driver
473,Handyman
473,Handyperson
473,Handywoman
144,Hardness Tester
55,Hardware Engineer (Computers)
369,Hardware Technician (Computers)
385,Harness Maker
133,Harpist
447,Harvest Hand
447,Harvest Hand (Field Crops)
447,Harvest Hand (Orchard)
434,Harvester Operator
447,Harvesting Labourer
413,Hat Blocker
380,Hat Forms Coner
380,Hat Maker
382,Hat Sewer
308,Hatchery Worker (Skilled (Fish))
302,Hatchery Worker (Skilled (Poultry))
381,Hats Patternmaker
380,Hatter
465,Hawker (Except Food)
215,Head Chef
215,Head Cook
102,Head Hunter
29,Head Master
29,Head Mistress
5,Head Of State
29,Head Teacher
256,Head Waiter
256,Head Waitress
102,Headhunter
29,Headmaster
29,Headmistress
29,Head-Teacher
101,Health Care Planning Consultant
26,Health Facility Administrator
26,Health Facility Director
26,Health Facility Manager
173,Health Information Technician
178,Health Inspector
101,Health Researcher (Policy)
42,Health Scientist
26,Health Service Director
26,Health Service Manager
425,Hearing Aid Assembler
167,Hearing Aid Technician
396,Heat Treating Operator (Metal)
152,Heat Treating Plant Operator (Chemical)
49,Heating  Engineer
145,Heating And Ventilation Systems Draughtsperson
152,Heating Plant Operator
433,Heavy Goods Vehicle Driver
346,Helicopter Mechanic
161,Helicopter Pilot
42,Helminthologist
218,Helpdesk Analyst
218,Helpdesk Officer (IT)
218,Helpdesk Operator (IT)
218,Helpdesk Operator (Software)
218,Helpdesk Technician (Computing)
361,Heraldic Printing Stamper
170,Herbal Healer
69,Herbal Medicine Practitioner (Chinese)
170,Herbalist
156,Herbarium Technician
389,Herbicide Sprayer
157,Herd Tester
42,Herpetologist
384,Hide Classer
384,Hide Dehairer
384,Hide Flesher
384,Hide Flesher-Dehairer
384,Hide Grader
384,Hide Splitter
306,High Climber (Logging)
6,High Commissioner (Government)
83,High School Master
83,High School Mistress
83,High School Schoolmaster
83,High School Schoolmistress
83,High School Teacher
54,High Voltage Engineer
81,Higher Education Lecturer
217,High-Speed Printer (Computer) Operator
138,High-Wire Artist
42,Histologist
165,Histology Technician
65,Histopathologist
65,Histopathology Pathologist
125,Historian
254,Historical Interpreter
180,Hiv Counsellor
209,Hockey Player
454,Hod Carrier
454,Hod-Carrier
454,Hoddie
436,Hoist Operator
338,Hoisting Equipment Rigger
285,Home Ayah
288,Home Care Aide
288,Home Care Worker
288,Home Carer (Aged Or Disabled Persons)
27,Home Director (Aged Care)
288,Home Helper (Caring For Aged Or Infirm)
182,Home Loans Officer
288,Home Support Worker
288,Homecare Assistant (Aged Or Disabled)
69,Homeopath
69,Homeopathic Practitioner
69,Homeopathy Doctor
170,Homeopathy Technician
342,Honing Machine Setter-Operator (Metal Working)
297,Hop Farmer
266,Horse Breaker
301,Horse Breeder
385,Horse Collar Maker
301,Horse Farmer (Breeding)
301,Horse Farmer (Raising)
448,Horse Groom
209,Horse Rider (Sport)
211,Horse Riding Instructor
266,Horse Trainer
266,Horse-Breaker
266,Horse-Breaking Trainer
43,Horticultural  Scientist
43,Horticultural Adviser
298,Horticultural Grower
450,Horticultural Labourer
450,Horticultural Nursery Assistant
157,Horticultural Technician
298,Horticultural Worker (Skilled)
298,Horticulturist
26,Hospital Administrator
238,Hospital Admissions Clerk
287,Hospital Attendant
287,Hospital Ayah
74,Hospital Chemist
441,Hospital Cleaner
26,Hospital Matron
289,Hospital Orderly
74,Hospital Pharmacist
199,Hospital Ward Secretary
32,Hostel Manager
27,Hostel Manager (Aged Care)
28,Hostel Manager (Welfare Services)
399,Hot Cell  Technician
473,Hotel Cellarhand
473,Hotel Cellarman
473,Hotel Cellarwoman
441,Hotel Charworker
441,Hotel Cleaner
293,Hotel Concierge
32,Hotel Director
234,Hotel Front Desk Clerk
260,Hotel Housekeeper
32,Hotel Manager
472,Hotel Porter
234,Hotel Receptionist
260,Hotel Steward
260,Hotel Stewardess
473,Hotel Useful
259,Hot-Room Attendant
193,House Agent
318,House Builder
318,House Builder (Non-Traditional Materials)
318,House Builder (Traditional Materials)
261,House Keeper (Domestic)
260,House Keeper (Hotel)
5,House Of Assembly Member
331,House Painter
260,House Steward
260,House Stewardess
440,Houseboy
318,Housebuilder
460,Household Goods Remover
260,Housekeeping Matron
260,Housekeeping Supervisor (Hotel)
440,Housemaid
28,Housing Services Manager
253,Hovercraft Conductor
160,Hovercraft Pilot
62,Html Author
110,Html Developer
110,Html Programmer
250,Human Resource Assistant
102,Human Resources Adviser
250,Human Resources Clerk
102,Human Resources Consultant
11,Human Resources Director
102,Human Resources Expert
11,Human Resources Manager
8,Human Rights Organization Chairperson
8,Human Rights Organization Director-General
8,Human Rights Organization Secretary-General
8,Humanitarian Organization Chairperson
8,Humanitarian Organization Director-General
8,Humanitarian Organization Secretary-General
311,Hunter
316,Hunter-Collector
316,Hunter-Gatherer
391,Hydraulic Miner (Placer Mining)
47,Hydraulics Engineer
42,Hydrobiologist
37,Hydrodynamicist
150,Hydroelectric Power Plant Operator
414,Hydrogenation Equipment Operator (Oils And Fats)
40,Hydrogeologist
61,Hydrographic Surveyor
40,Hydrologist
47,Hydrology Engineer
38,Hydrometeorologist
40,Hydrometrist
176,Hydrotherapist
176,Hydrotherapy Assistant
176,Hydrotherapy Technician
176,Hydrotherapy Therapist
69,Hypnotherapist
138,Hypnotist
373,Ice-Cream Maker
42,Ichthyologist
24,ICT Development Manager
138,Illusionist
62,Illustrator
128,Imam
200,Immigration Officer
31,Immigration Officer (Chief)
42,Immunologist
138,Impersonator
190,Import Agent
23,Imports And Exports Manager
23,Imports Manager
135,Impresario
151,Incinerator Operator (Refuse Disposal)
302,Incubator Operator (Farm)
245,Index Clerk
129,Indexer
39,Industrial Chemist
59,Industrial Designer
394,Industrial Diamonds Cutter-Polisher
394,Industrial Diamonds Polisher
394,Industrial Diamonds Sawyer
46,Industrial Efficiency Engineer
46,Industrial Engineer
254,Industrial Establishment Guide
46,Industrial Layout Engineer
49,Industrial Machinery And Tools Engineer
424,Industrial Machinery Assembler
347,Industrial Machinery Erector-Installer
347,Industrial Machinery Fitter
347,Industrial Machinery Mechanic
67,Industrial Nurse
74,Industrial Pharmacist
212,Industrial Photographer
46,Industrial Plant Engineer
102,Industrial Relations Adviser
102,Industrial Relations Arbitrator
11,Industrial Relations Manager
102,Industrial Relations Officer
3,Infantry Soldier
62,Influencer
108,Information Architect (Business Analysis)
110,Information Architect (Computing (Website))
235,Information Clerk
232,Information Clerk (Call Centre)
232,Information Clerk (Customer Contact Centre)
173,Information Clerk (Health)
231,Information Clerk (Travel)
121,Information Manager
173,Information Manager (Health)
36,Information Manager (Tourist)
220,Information Manager (Website Management)
122,Information Officer
122,Information Scientist
115,Information Services Coordinator (Managing Computer System)
108,Information Systems Analyst
115,Information Systems Consultant (Managing System)
24,Information Systems Director
115,Information Systems Manager (Systems Administration)
108,Information Technologist (Business Analysis)
115,Information Technologist (Systems Administration)
24,Information Technology  Manager
117,Information Technology Auditor
115,Information Technology Consultant (Managing System)
115,Information Technology Consultant (Systems Administration)
93,Information Technology Consultant (Training)
115,Information Technology Consultant (Unix Administration)
115,Information Technology Manager (Systems Administration)
107,Information Technology Salesperson
93,Information Technology Trainer
115,Infrastructure Analyst (Systems Administration)
6,Inland Revenue Commissioner
309,Inland Waters Fisher
309,Inland Waters Fisherman
309,Inland Waters Fisherwoman
32,Inn Manager
32,Innkeeper
235,Inquiries Clerk (Counter)
204,Inquiry Agent (Police)
206,Inquiry Agent (Private)
389,Insecticide Sprayer
96,Insolvency Assignee
96,Insolvency Examiner
96,Insolvency Practitioner
96,Insolvency Specialist
96,Insolvency Trustee
378,Instrument Case Maker
350,Instrument Maker (Dental)
350,Instrument Maker (Meteorological)
350,Instrument Maker (Nautical)
350,Instrument Maker (Optical)
350,Instrument Maker (Precision)
350,Instrument Maker (Scientific)
351,Instrument Maker (Stringed)
350,Instrument Maker (Surgical)
351,Instrument Maker (Woodwind)
351,Instrument Repairer (Brass)
350,Instrument Repairer (Dental)
351,Instrument Repairer (Musical)
350,Instrument Repairer (Optical)
351,Instrument Repairer (Percussion)
350,Instrument Repairer (Precision)
350,Instrument Repairer (Scientific)
351,Instrument Repairer (Stringed)
350,Instrument Repairer (Surgical)
351,Instrument Repairer (Wind)
133,Instrumental Musician
133,Instrumentalist
55,Instrumentation Engineer
49,Instruments Engineer (Mechanical)
327,Insulation Installer
327,Insulation Worker
327,Insulation Worker (Acoustic)
327,Insulation Worker (Boiler And Pipe)
327,Insulation Worker (Building)
327,Insulation Worker (Refrigeration And Air Conditioning Equipment)
327,Insulation Worker (Sound-Proofing)
30,Insurance Agency Manager
186,Insurance Agent
185,Insurance Assessor
240,Insurance Assistant (Adjustment)
240,Insurance Assistant (Claims)
240,Insurance Assistant (Policy)
186,Insurance Broker
240,Insurance Clerk
186,Insurance Dealer
185,Insurance Inspector (Claims)
185,Insurance Representative (Assessor)
185,Insurance Representative (Claims)
186,Insurance Representative (Sales)
186,Insurance Underwriter
355,Intaglio Glass Cutter
101,Intelligence Analyst
101,Intelligence Officer
65,Intensive Care Registrar
65,Intensive Care Specialist
90,Intensive Language Teacher
110,Interactive Developer
129,Interactive Media Writer
6,Intergovernmental Organization Administrator
6,Intergovernmental Organization Director-General
57,Interior Architect
213,Interior Decorator
213,Interior Designer
49,Internal Engineer (Combustion Engine)
65,Internal Medicine Registrar
65,Internal Medicine Specialist
110,Internet Applications Developer
110,Internet Applications Programmer
110,Internet Consultant (Developing Websites)
218,Internet Consultant (Helpdesk)
110,Internet Consultant (Programming)
218,Internet Consultant (Support)
62,Internet Content Author
110,Internet Developer
110,Internet Engineer (Developing Websites)
218,Internet Engineer (Helpdesk)
220,Internet Engineer (Managing Websites)
110,Internet Engineer (Programming)
218,Internet Helpdesk Operator
218,Internet Helpdesk Representative
218,Internet Helpdesk Technician
24,Internet Manager (Department)
24,Internet Manager (Managing Business)
220,Internet Manager (Managing Website)
110,Internet Multimedia Developer
218,Internet Officer (Helpdesk)
218,Internet Officer (Support)
110,Internet Programmer
272,Internet Retailer
280,Internet Salesperson
24,Internet Service Provider
24,Internet Service Provider Manager
24,Internet Service Provider Manager
110,Internet Software Developer
218,Internet Support
218,Internet Support Representative
93,Internet Trainer
131,Interpreter
360,Intertype Operator
237,Interviewing Researcher (Market Research)
237,Interviewing Researcher (Surveys)
242,Inventory Clerk (Stock Control)
97,Investment Adviser
98,Investment Analyst
181,Investment Broker
240,Investment Clerk
97,Investment Consultant (Advising Clients)
98,Investment Consultant (Financial Analysis)
181,Investment Dealer
181,Investments Underwriter
286,Invigilator
239,Invoice Clerk
225,Invoicing Machine Clerk
225,Invoicing Machine Operator
321,Iron Worker (Concrete (Reinforcement))
337,Iron Worker (Structural)
47,Irrigation Engineer
296,Irrigation Worker (Skilled)
24,ISP Manager
218,IT Helpdesk Analyst
218,IT Helpdesk Consultant
24,IT Manager
218,IT Support
218,IT Support Officer
115,IT Systems Administrator
93,IT Trainer
343,Itinerant Sharpener
407,Jacquard Card  Cutter
407,Jacquard Card Lacer
381,Jacquard Design Copyist
357,Jacquard Weaver
374,Jam Maker
262,Janitor
49,Jet Engine Engineer
346,Jet Engine Mechanic
352,Jeweller
426,Jewellery Assembler
59,Jewellery Designer
352,Jewellery Enameller
352,Jewellery Engraver
352,Jewellery Maker
352,Jewellery Moulds Caster
352,Jewellery Mounter
352,Jewellery Polisher
352,Jewellery Repairer
352,Jewels Cutter-Polisher
352,Jewels Polisher
352,Jewels Setter
145,Jig And Tool Draughtsperson
341,Jig Maker
392,Jig Tender
341,Jig-Gauge Maker
341,Jigmaker
379,Jigsaw Setter-Operator (Woodworking)
102,Job Analyst
192,Job Officer (Placement)
361,Job Printer
209,Jockey
322,Joiner
130,Journalism Reporter
130,Journalist
119,Judge
119,Judge Jurist
206,Judge's Clerk
138,Juggler
375,Juice Taster
391,Jumbo Operator
118,Jurisconsult
120,Jurist (Except Lawyer Or Judge)
119,Justice
119,Justice Chief
206,Justice Of The Peace
224,Justowriter
224,Justowriting Clerk
296,Jute Farmer
304,Kangaroo Farmer
266,Kennel Attendant
266,Kennel Keeper
266,Kennel Worker
266,Kennel Worker (Skilled)
399,Kettle Operator (Chemical And Related Processes)
351,Key Maker (Piano)
128,Khatib
419,Kiln Operator (Biscuit (Pottery And Porcelain))
419,Kiln Operator (Biscuit (Tile))
419,Kiln Operator (Brick)
399,Kiln Operator (Cement Production)
